,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact
0,5.824077400000533,,,,,
1,5.986605299985968,,,,,
2,6.021631100011291,,,,,
3,6.050301400013268,,,,,
4,5.798054699989734,,,,,
5,5.876372099999571,,,,,
6,5.970679199992446,,,,,
7,5.9827979000110645,,,,,
8,5.607234499999322,,,,,
9,5.980924600007711,,,,,
10,5.756806500023231,,,,,
11,5.740548300003866,,,,,
12,2.1125766999903135,7.694452800002182,1.15466749999905,4.900273200008087,3.5165849000040907,6.311816700006602
13,1.5485746999911498,7.341922000021441,1.076896200014744,4.589564900001278,3.5415866999828722,6.193251099990448
14,2.187880299985409,7.485831799975131,1.0491645000001881,4.566287099994952,3.4034826999995857,6.300529300002381
15,5.910038600006374,,,,,
16,5.660413500008872,,,,,
17,5.964414100017166,,,,,
18,5.900934799981769,,,,,
19,5.874577899987344,,,,,
20,5.752574699989054,,,,,
21,5.721039299998665,,,,,
22,5.662439200008521,,,,,
23,5.895584999991115,,,,,
24,1.8152972999960184,7.436303199996473,1.0769540000183042,4.727406400023028,3.2983345999964513,6.209405600005994
25,1.5679862999822944,7.3071620000118855,1.0193192999868188,4.507225000008475,3.0994037999771535,6.408927000011317
26,1.3465540999895893,7.368072799989022,0.9921586000127718,4.399466800008668,3.004307199997129,5.752177400019718
27,5.655731000006199,,,,,
28,5.597573800012469,,,,,
29,5.759845099993981,,,,,
30,6.046531600004528,,,,,
31,5.890442400006577,,,,,
32,5.74667279998539,,,,,
33,1.1918972999847028,7.296751100016991,0.8823328000144102,3.6070402000041213,2.514107299997704,4.487794300017413
34,1.5187118999892846,7.4246461000002455,1.0868045999959577,4.278273999982048,2.8276727000193205,5.383208900020691
35,1.29510100002517,7.25993759999983,0.9622374000027776,3.938107599999057,2.7067901999980677,5.332406600005925
36,5.962155499990331,,,,,
37,5.908570800005691,,,,,
38,5.788621299987426,,,,,
39,5.666694599989569,,,,,
40,5.724632600002224,,,,,
41,5.7626417000137735,,,,,
42,5.7270069000078365,,,,,
43,5.7115344000048935,,,,,
44,5.665153599984478,,,,,
45,5.612313599995105,,,,,
46,5.734124900016468,,,,,
47,5.831034900009399,,,,,
48,4.574096399999689,7.214677599986317,0.969528600020567,4.026069099985762,2.874388199998066,5.368418099998962
49,1.3132826999935787,7.378951599996071,0.983298700011801,3.951573099999223,2.751811499998439,5.3491548000019975
50,5.321492100018077,7.2292050999822095,0.9141158999991603,3.7524163000052795,2.606057699973462,8.747869000013452
51,5.590703800000483,,,,,
52,5.980407900002319,,,,,
53,5.836804199992912,,,,,
54,5.761071999993874,,,,,
55,5.926261799992062,,,,,
56,5.6430099999997765,,,,,
57,4.881521799979964,7.324537100008456,1.0591607999813277,4.563095199991949,3.1162342999887187,5.972523800010094
58,5.91957449997426,,,,,
59,3.486380199989071,7.235032399999909,0.980508100008592,4.314666099991882,2.6315598000073805,4.950233799987473
60,5.83202039997559,,,,,
61,5.670878900011303,,,,,
62,5.686025500006508,,,,,
63,4.349963800021214,7.367717899993295,1.051081100013107,4.515812600002391,3.1027240000257734,5.921811899985187
64,5.191270299983444,7.471952299994882,1.0563733000017237,4.575588299980154,3.21099319998757,5.919492999993963
