,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact
0,2.421584099996835,6.641449399990961,0.5669370999676175,2.4424048999790102,0.8928486999939196,1.704081000003498
1,3.190305099997204,6.447587299975567,0.5195739999762736,2.25588399998378,0.7182070999988355,1.4676516000181437
2,2.4481853999895975,6.3579268999747,0.5230716000078246,2.253286399994977,0.7835188999888487,1.589151700027287
3,1.2435533999814652,6.452572200039867,0.6134516000165604,2.7119591999799013,1.0152777000330389,1.9510623999522068
4,1.1876039000344463,6.466735900030471,0.6110775000415742,2.670896099996753,0.987093800038565,1.9045856000157073
5,1.2079661000170745,6.48302430001786,0.6096898000105284,2.488673400017433,0.995957900013309,2.3516288999817334
6,5.692153900046833,,,,,
7,5.648219200025778,,,,,
8,5.492588699969929,,,,,
9,2.305313399992883,6.782337800017558,0.5897301999502815,2.4725643999991007,0.9842656000400893,1.8891013999818824
10,2.6382327000028454,6.495238800009247,0.6099808000144549,2.5625797000247985,1.0760193000314757,2.0410419999971054
11,2.3100568000227213,6.505222100007813,0.6108718999894336,2.645168900024146,1.0324633000418544,1.9727524999761954
12,5.606126300001051,,,,,
13,5.756815399974585,,,,,
14,5.779061499983072,,,,,
15,1.9967735999962315,6.423306400014553,0.5834450999973342,2.4926661000354216,1.0006955999997444,1.9427839000127278
16,1.6204609000124037,6.458165300020482,0.6076409000088461,2.485135899973102,1.0156207000254653,1.9463725999812596
17,2.7970462999655865,6.5270816999836825,0.6065292000421323,2.489875800034497,1.021503500000108,1.9446263000136241
18,1.8912598000024445,6.546289999969304,0.5843266999581829,2.429956800013315,0.9490286000072956,1.8934901999891736
19,2.1371047999709845,6.3970919999992475,0.5778775999788195,2.4123171999817714,0.9744827999966219,1.8370115999714471
20,2.3985648000380024,6.36772059998475,0.5226234999718145,2.2416318000177853,0.7644648000132293,1.4998210000339895
21,5.534484000003431,,,,,
22,5.6147781000472605,,,,,
23,5.6419650000170805,,,,,
24,1.8825574000366032,6.591955200012308,0.5780576000106521,2.6703942999592982,1.2545325999963097,2.2622520000441
25,2.39616920001572,6.942730800015852,0.6217674000072293,2.7915556999505498,7.905007899971679,12.253903200034983
26,2.0082480999990366,6.551318200014066,0.6134867999935523,2.629324399982579,1.0924510000040755,2.013518399966415
27,1.5827572999987751,6.630845899984706,0.6132344999932684,2.7653246999834664,1.4284364000195637,1.9960429000202566
28,1.6633728999877349,6.552464100008365,0.6154065000009723,2.6648949999944307,1.0422886000014842,1.9616237999871373
29,1.4159674000111409,6.718633999989834,0.628145799972117,2.6284546999959275,1.0430755999987014,2.0109790000133216
30,5.638935800001491,,,,,
31,5.381791000021622,,,,,
32,5.537812999973539,,,,,
33,1.8395294999936596,6.447341100021731,0.5184747999883257,2.3117714999825694,0.8230522000230849,1.4734655999927782
34,2.0301856999867596,6.443825700029265,0.4975733000319451,2.3331610999885015,0.7688409000402316,1.4482322999974713
35,2.855832300032489,6.491623400012031,0.5151353999972343,2.3243637999985367,0.7934033999918029,1.4998557000071742
36,2.5275049000047147,6.57518370001344,0.5988008999847807,2.575088199984748,1.048990799987223,1.9127187000121921
37,2.610537000000477,6.608736299967859,0.6004998999997042,2.630858000018634,1.008266500022728,1.941004999971483
38,2.7425465999986045,6.7214345000102185,0.6129091000184417,2.81843459996162,1.0199538000160828,1.9084193999879062
39,5.677665099967271,,,,,
40,5.5251553999842145,,,,,
41,5.4389006000128575,,,,,
42,5.579850899986923,,,,,
43,5.564789500029292,,,,,
44,5.594062999996822,,,,,
45,5.5583287999616005,,,,,
46,5.600892900023609,,,,,
47,5.879394500050694,,,,,
48,1.7739502999465913,6.628999400010798,0.5287245000363328,2.442846100020688,0.8171805000165477,1.5633394999895245
49,1.2444448999594897,6.431588000035845,0.5396941999788396,2.449896300036926,0.8292270999518223,1.631938899983652
50,1.8401799999992363,6.4192921000067145,0.5223668999969959,2.330182799953036,0.7945209000026807,1.5470345000503585
51,1.3822485999553464,6.57486950000748,0.6023059000144713,2.5971456000115722,1.0889735000091605,1.9669644000241533
52,1.3607492000446655,6.558370099985041,0.602386899990961,2.793202100030612,1.3856030000024475,1.9116648000199348
53,1.5063251999672502,6.549838499980979,0.6119895000010729,2.620638800028246,1.0754914000281133,1.9475545999594033
54,5.610203900025226,,,,,
55,5.660929700010456,,,,,
56,2.5733421000186354,6.885545299970545,0.6076305999886245,2.8638949999585748,1.3961485999752767,2.2736652999883518
57,5.699955399963073,,,,,
58,5.794118299963884,,,,,
59,5.76382759999251,,,,,
60,2.2245037999819033,7.142243199981749,0.6073822999605909,2.8578145000501536,4.803163299977314,10.256445000006352
61,2.133211299951654,6.560192000004463,0.6027786000049673,2.6227956999791786,0.982631599996239,1.9109525000094436
62,2.113160400011111,6.377310500014573,0.7258364000008442,2.65212350001093,1.0370330000296235,1.9102761000394821
63,5.60797630000161,,,,,
64,5.567199999990407,,,,,
