,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact,case_id,Stability
0,17.811951699999554,21.871390899999824,5.36581760000081,6.247403699999268,2.6678725000001577,5.0706401000006736,62edcbcf-c790-4676-9eef-6be2fb7f51e1,1
1,13.704333900001075,22.112671999999293,5.378335200000947,6.171125500000926,2.631606200000533,4.9969994999992196,3ddc4b3f-c58a-4bc3-8cc8-2543f8a8def9,1
2,13.024382100000366,21.94740759999877,5.401051200000438,6.076585399998294,2.7263170999995054,5.1661672000009276,c3dc3a19-e140-4ab9-8ca9-aaf520c43bbe,1
3,18.582171899999594,21.870714199998474,5.364263400000709,6.249102800000401,2.826391500000682,5.268139199999496,10e2a42d-1af5-4e9c-b2d5-7a9030260ac1,1
4,6.938951099999031,22.132749300000796,5.25144150000051,5.898936199999298,2.6588561999997182,4.94266400000015,15bde787-6fb3-4fc3-8c5d-890ad2d11300,1
5,18.706120400000145,21.46751740000036,6.11680030000025,7.062607100000605,2.8889173999996274,5.566584500000317,4c32c018-9f28-433f-aaf7-0a22b4f051fd,1
6,19.955481599999985,22.62782210000114,5.804715700000088,6.858184700000493,6.027900500001124,5.021936799999821,d97a676c-166a-43f5-b0ea-d79fda72d49e,1
7,15.475022799999351,21.073136999999406,5.412986799999999,6.134141599999566,2.55505439999979,4.616301899999598,46568c3f-5fe2-468f-a047-2443de401680,1
8,20.689249899998686,21.50312320000012,5.781146999999692,6.737149599999611,2.5666648000005807,4.8821182000010594,151d1abf-79e7-4208-800c-159b74e1b40e,1
9,20.761850999999297,21.30733119999968,5.765497500000492,6.679711099999622,2.450520000000324,4.764929900000425,e79604c5-30ad-46bb-b92d-ef8c54a74d35,1
10,16.57021259999965,22.3988348999992,6.210742699999173,7.147274099999777,3.1296493999998347,5.936714500001472,e205c224-9ef2-463c-9ff9-5a9e2045ad0d,1
11,15.186514400000306,22.80680300000131,6.192994099999851,7.194030399999974,3.059431100000438,6.008457500000077,e83966e4-65eb-4508-a89c-a496dafe9ed2,1
12,17.66150480000033,22.55546999999933,6.203778900000543,7.237500600000203,3.019152500000928,5.842298700001265,cc8c5332-b2d6-42e2-84ad-ac1e5668fe3c,1
13,13.4505476000013,22.066700900000797,6.194151800000327,7.355649699999049,3.0275325999991765,5.880858200000148,da51cdd9-ec67-434f-b709-3e69cb56e0e5,1
14,11.663048499998695,22.514054999999644,6.196874200000821,7.19419360000029,3.07547650000015,8.331266200000755,8053ebcf-0f69-4499-bac6-866ba0d12eac,1
15,18.831845799999428,,,,,,766e254e-1177-4397-aa6c-ed60242b4878,-2
16,20.973234900000534,,,,,,2e96e9c6-cb72-461d-88f3-daf8f0d0cdcc,-2
17,20.058782699999938,,,,,,a4c5bf24-4da9-4f04-b2a2-3a9ef3b28e81,-2
18,22.95758449999994,,,,,,83bb0711-0496-4af6-abc6-1da31ca61b56,-2
19,16.345479199999318,,,,,,9db01614-9481-4921-a6e8-46087f867096,-2
20,21.779573799998616,22.581304600000294,6.264221200000975,7.136531599999216,3.02219519999926,5.7782289999995555,19e4b86d-6e38-4c21-94de-69e4b252d617,0
21,10.260813400000188,21.653055400000085,6.16114959999868,7.315538500000912,3.0420859000005294,5.8609660000001895,5a7b8bf4-278a-4df1-95af-ff14568f0bbd,0
22,16.24559489999956,22.417402799999763,6.146030199999586,7.188762499999939,3.05682490000072,7.413113099999464,4b4ecb5b-be20-497e-b510-fbed952e3c9c,0
