,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact,case_id,Stability
0,5.681066500023007,,,,,,39c036d7-6847-4c41-a6b6-2cc87841ce1c,-1
1,5.724555600085296,,,,,,273a80ba-c7cc-47ac-b9a2-d4c11d9811d3,-1
2,5.582037499989383,,,,,,361a51ad-17f3-460e-9a2e-6a4c5886d509,-1
3,1.8288855000864714,7.393261200049892,0.995057100080885,4.686634800047614,2.6488139000721276,5.107295499998145,44a81fc8-87bf-4280-9551-f67ddbe7db8b,1
4,1.6168840000173077,7.39472489990294,1.049307300010696,4.981088700005785,2.928862000000663,6.211062799906358,4adadacc-301c-4277-b4bb-c9b86ea5714c,1
5,1.8640971999848261,7.342474199947901,0.9496674999827519,4.101050699944608,2.421203800011426,4.63497939996887,8d237982-479f-4e10-80d9-ba91aa98924e,1
6,5.665747199906036,,,,,,a591f846-2b79-4786-bd66-67cbad09be2b,-1
7,5.579025799990632,,,,,,e63256af-091f-469f-894d-eb2c23b9b4a6,-1
8,5.709182600025088,,,,,,eac72676-7d2c-4a53-b0c3-2c9308d9d30f,-1
9,5.674238200066611,,,,,,997c4a6e-79c1-4cd1-8c03-e1fbf6081721,-1
10,5.715499799931422,,,,,,81598994-bb1b-4c94-9a3a-4136ca8698bc,-1
11,5.632831400027499,,,,,,26911cc1-fe03-4712-b0d3-229d9672abd4,-1
12,3.3007410999853164,7.300132000003941,0.9820437000598758,4.444218699936755,2.461198700009845,4.831188500043936,61ae83ab-6a3f-4cf8-8615-52e97ad115af,1
13,3.530735799926333,7.377733800094575,1.0144821000285447,4.606608500005677,2.5663336999714375,8.152285199961625,91751ba6-a816-48f8-baab-e7a06d69c52a,1
14,4.87716899998486,7.339229000033811,0.905031899921596,3.922840300016105,2.515635099960491,4.255321300006472,1ab649a2-f6cb-4086-b77c-cd3dcb1c654f,1
15,2.3031993999611586,7.420990900020115,1.0565019000787288,5.26476960000582,8.225670300074853,7.1292757000774145,85b801fa-b6c4-4760-a4d0-4de38e25ced6,1
16,1.5283735999837518,7.281094700098038,1.0466419999720529,4.9744019999634475,2.984976699925028,5.714747300022282,798d59bb-36b7-4424-84d9-9c3df0b9f788,1
17,5.679442299995571,,,,,,97581546-933b-42dd-811f-e95f1df4a578,-1
18,5.7950485000619665,,,,,,c39db311-c805-4798-92fa-939e574fb8aa,-1
19,5.75441569997929,,,,,,6fc937f3-12fa-45de-bec0-fe40e172b9fb,-1
20,5.8242188999429345,,,,,,159d08c8-6de0-4fc6-a0fa-aa7351dc0f13,-1
21,1.900770999956876,7.470518999965861,1.0543961999937892,4.780120300012641,2.83465229999274,6.383972899988294,7db03679-e30f-4f7b-bfff-8adcd25a16c7,1
22,1.9504792999941856,7.498450199957006,1.0672684999881312,4.810949100065045,2.9533316999441013,5.993917700019665,c125a9d2-edef-4b6d-83fe-f27df7a47dd4,1
23,1.8503513999748975,7.507009300054051,1.056039800052531,4.955285900039598,2.9748215000145137,7.436454400070943,33806f8f-48cd-4de4-ab45-675102c9577d,1
24,5.778518000035547,,,,,,3b0050dd-6299-4a77-838b-59b10a4d3bb8,-1
25,5.517751800012775,,,,,,fa94beb4-8cdc-47a1-8343-412fe8f40089,-1
26,5.56121409998741,,,,,,a8b26287-a46e-45b0-abd0-2b9c3c21504f,-1
27,5.571950800018385,,,,,,688ec103-22c9-49da-810e-e6ab58f36ec5,-1
28,5.673169000074267,,,,,,a1bf56cb-7d37-4ac6-8b30-fd52fefb7f41,-1
29,5.604013300035149,,,,,,ba7855e7-38ae-4379-a685-dcfe3f2b3327,-1
30,5.666371100000106,,,,,,04fa3005-8f80-44ab-b2b6-4e58ef4f4ef3,-1
31,5.894896999932826,,,,,,e056c3b6-05a6-4802-8880-ce43e0d774b9,-1
32,5.713499699952081,,,,,,ff9a24ae-7ac4-4d54-b92d-fd0734488f57,-1
33,6.037174099939875,,,,,,ced92792-2a78-4bea-aea2-3b6a7781a4cd,-1
34,5.800277099944651,,,,,,737bc60c-b7a0-41ff-a3b9-266248179244,-1
35,5.679223800078034,,,,,,7e1a6656-e91f-4f4e-8d57-a6f0346a7710,-1
36,5.616227800026536,,,,,,28c154b9-b21b-47d0-93ae-7bf4639e4008,-1
37,5.659694700036198,,,,,,855047ba-ab6f-42b4-8661-d79e41de39bd,-1
38,5.752702600089833,,,,,,ddfd0ac6-bb0e-4843-8393-7629a50260d0,-1
39,5.721225499990396,,,,,,d48c4314-1066-4b84-a062-e34789a990f6,-1
40,4.4275701000588015,7.309586499934085,1.033259200048633,4.696965600014664,2.7139020999893546,5.265380700002424,23927ea4-8b17-46da-a2a8-22be5836ee2e,0
41,2.8411746999481693,8.381724000093527,1.0565973999910057,4.885545800090767,2.889619700028561,5.604450000100769,7f0ca74e-d180-4e52-818c-ca81a6ca4f75,0
42,3.497550900094211,7.388504900038242,1.1506366999819875,4.894093299983069,2.811726500047371,5.569006799953058,30038696-5273-4b76-829e-14aecc38067b,1
43,2.4290087999543175,7.749522999976762,1.061381799983792,4.984902999945916,2.9304565999191254,5.590051500010304,93a732ba-6f5a-40b9-9125-91b18117acc0,1
44,2.144939500023611,7.35448879993055,1.0578233000123873,4.80040240008384,3.419894800055772,5.978830099920742,2032e414-47dd-445d-a34a-6898fd2e63f4,1
