,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact
0,1.974642000044696,6.4896732000052,0.5963901999639347,2.3724125000298955,1.0073803000268526,2.11626590002561
1,2.47554970002966,6.269857300037984,0.6080048999865539,2.2484135999693535,1.188792500004638,3.0513905999832787
2,2.4831724999821745,6.589118900010362,0.6425790000357665,2.2700318000279367,1.0791270000045188,2.0901947000529617
3,1.0941483000060543,7.054856300004758,0.6408433999749832,3.2248420999967493,2.3996246999595314,2.8205279000103474
4,1.6441644000005908,7.000322900013998,0.7472254000022076,2.543385999975726,2.1773563000024296,2.584946399962064
5,1.211315700027626,6.603869099984877,0.6633674000040628,2.7977324999519624,4.75147920002928,3.0202401999849826
6,5.3229748000158,,,,,
7,5.414067999983672,,,,,
8,5.2001450000097975,,,,,
9,1.7371561999898404,6.710221700021066,0.6374550000182353,2.5147258999641053,5.839181799965445,2.476018799992744
10,2.682673299976159,6.687425099953543,0.7387625999981537,2.5854563000029884,2.113330100022722,2.7306841999525204
11,2.232085499970708,6.612663299951237,0.7219106000266038,2.931429999996908,3.6614374999771826,2.8436878999928012
12,4.991122500039637,,,,,
13,5.114980599959381,,,,,
14,4.993591699982062,,,,,
15,1.7653886000043713,6.736788799986243,0.6548304000170901,2.870171099959407,2.3687125999713317,2.605648500029929
16,1.310984699986875,6.766668200027198,0.7770766000030562,2.7932702000252903,2.201545800024178,5.072499700007029
17,3.3042738999938592,8.136569100024644,0.7636699000140652,2.9170379000133835,2.1388710999744944,3.8238448000047356
18,1.826712999958545,8.005278600030579,0.7506200000061654,3.0035180000122637,3.8249850999563932,4.116265199962072
19,2.6038315999903716,7.593607099959627,0.9629618999897502,3.1665019000065513,2.6917287000105716,4.120112500037067
20,2.9052110000047833,7.205316100036725,0.523103200015612,2.2308544999687,1.2035186999710277,2.066109500010498
21,5.044345400005113,,,,,
22,5.022314200003166,,,,,
23,5.030986099969596,,,,,
24,1.3857057000277564,6.814604300016072,0.6380916999769397,2.5913668000139296,1.3785182000137866,4.335589700029232
25,2.0382055999943987,9.020209899987094,0.7751286999555305,3.3766844000201672,3.529531100008171,5.138778900029138
26,1.6830643999855965,7.980427100032102,0.8064957999740727,2.952549399982672,4.46186789998319,7.668433999991976
27,1.4021486999699846,8.439463199989405,0.8948059999966063,3.3511711999890395,4.386893299990334,5.167367100017145
28,1.7761095999740064,7.644765399978496,0.6693942000274546,2.881358199985698,2.9377397000207566,4.526208399969619
29,1.9194468000205234,7.8969565000152215,0.8164416000363417,3.0436157999793068,28.42655209999066,29.52898990001995
30,6.122907800017856,,,,,
31,5.922118099988438,,,,,
32,5.9707410000264645,,,,,
