,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact
0,2.657833900069818,7.144044499960728,1.0496989999664947,4.421292699989863,2.8953043000074103,5.619864600012079
1,3.1811058999737725,7.234783400082961,1.0440650000236928,4.395705500035547,2.8845930999377742,5.556139699998312
2,2.534836700069718,7.059086999972351,1.0485706999897957,4.48519449995365,2.91182789998129,5.68189759994857
3,1.7163500000024214,,,,,
4,1.8330427000764757,,,,,
5,1.5880827999208122,6.76586479996331,0.8713086999487132,3.479293799959123,2.1437148000113666,4.073636000044644
6,1.254640799947083,7.059332799981348,1.0599895000923425,4.45975699997507,3.1605995000572875,8.57395180000458
7,1.033237099996768,7.1879414999857545,1.0503953999141231,4.6112387999892235,3.1815394000150263,5.8512878000037745
8,2.231492100050673,7.179983899928629,1.040891099954024,4.465735999983735,3.0099018999608234,5.775289800018072
9,2.525740099954419,,,,,
10,2.8992147999815643,,,,,
11,1.6772618000395596,,,,,
12,2.0344931998988613,7.09539109992329,1.0448745000176132,4.8301511000609025,16.01751339994371,9.70857779996004
13,1.3241629999829456,7.118406999972649,1.0353725000750273,4.422507799929008,2.9169539000140503,5.679788299952634
14,1.4963409000774845,7.1885051999706775,1.0511199999600649,4.5962907000212,3.6558537000091746,5.921630199998617
15,3.1704411999089643,,,,,
16,2.8984103999100626,,,,,
17,3.068957200041041,,,,,
18,2.8908980999840423,7.151735599967651,1.0463069000979885,4.594230500049889,2.920660199946724,5.600869000074454
19,3.0006420999998227,7.114334400044754,1.0166084000375122,4.447135300026275,2.5834619000088423,5.101602800074033
20,4.325767899979837,7.025172299938276,0.9921788999345154,4.285851399996318,2.48587580001913,4.790877299965359
21,2.800776300020516,7.0946731000440195,1.0305281999753788,4.999342199997045,3.0451854000566527,5.263365399907343
22,2.653399399947375,6.901007600012235,0.9350767000578344,3.8114873999729753,2.3817536000860855,4.609877299983054
23,4.060533300042152,7.185075100045651,1.0248247000854462,4.481862199958414,2.7773756000678986,6.163417499978095
24,1.1739275000290945,7.087500300025567,1.0682482999982312,4.549949700012803,3.046414100099355,5.754048100090586
25,1.7256120999809355,7.098108100006357,1.0426530999829993,4.482837100047618,3.0321089000208303,5.756556399981491
26,2.2034072000533342,7.111868100007996,1.0467999998945743,4.576059199986048,5.877110000001267,5.749123400077224
27,2.2482759999111295,6.962764199939556,0.8727927999570966,3.491435999982059,2.2744120999705046,4.2187449999619275
28,3.2208604000043124,6.818576499936171,0.9052189000649378,3.619143299991265,2.261942100012675,4.493995299912058
29,2.74494899995625,6.937584199942648,0.8891063000774011,3.5358274000464007,2.208125800010748,4.262561300070956
30,2.890920600038953,7.07233430002816,1.062868500011973,4.463401099899784,2.947793300030753,5.625347700086422
31,2.8245545000536367,7.080757699906826,1.0542446000035852,4.64274459995795,3.0275010999757797,5.7441420999821275
32,2.578882300062105,7.072748100035824,1.0515058999881148,4.39914160000626,3.004206199897453,5.6868424999993294
33,3.495996300014667,7.080140299978666,1.0500991999870166,4.490115399938077,5.656353099970147,9.959461199934594
34,4.038033699966036,7.131503199925646,1.058397899963893,4.566605699947104,3.390011499985121,5.726670500007458
35,2.1633881999878213,7.036683699931018,1.0588621000060812,4.437213100027293,3.0350725000025705,5.877488499972969
36,1.819398499908857,7.154568300000392,1.0301520000211895,4.418717299937271,3.0159304999979213,5.692398099927232
37,2.170731700025499,7.103031800012104,1.0509240999817848,4.479246399947442,15.757414699997753,9.73523180000484
38,1.7588094999082386,6.910720199928619,0.9342751000076532,3.8050165999447927,2.380549900000915,4.619015399948694
39,2.142770699923858,7.201477100024931,0.9519108000677079,3.873931000009179,3.204932800028473,11.69324339996092
40,2.0267770999344066,,,,,
41,2.1887614000588655,6.9976292999926955,0.9146064999513328,3.7264099000021815,2.3056141000706702,5.119723699986935
42,4.184815099928528,7.43473679991439,0.879166700062342,3.4527891000034288,2.0977171999402344,4.321212900104001
43,2.44801940000616,6.914620200055651,0.8746469999896362,3.497827499988489,2.308074599946849,4.380616300040856
44,2.7698850999586284,7.287881899974309,0.8709277999587357,3.5381360999308527,2.6835131999105215,4.067846000078134
45,4.965192300034687,7.206948000006378,1.0472911999095231,4.523056700010784,2.989803900010884,6.040343899978325
46,3.456534400000237,7.133818899979815,1.0378339999588206,4.71532209997531,2.869021699996665,5.609763199929148
47,3.6227380000054836,7.146914199925959,1.047683999990113,4.527436100062914,2.928478099987842,5.686095300014131
48,2.820568099967204,7.091909300070256,1.0304434000281617,4.55619899998419,4.822601899970323,5.831221500062384
49,3.230124399997294,7.187612800044008,1.0458841000217944,4.624862399999984,3.043887499952689,5.78009229991585
50,1.5587033999618143,7.1806640001013875,1.0287646999349818,4.398260899935849,3.024302599951625,8.468180699972436
51,2.217787600005977,,,,,
52,3.0910625000251457,,,,,
53,1.9749733000062406,,,,,
54,2.5224909998942167,,,,,
55,2.1783310000319034,,,,,
