,time_powerflow,time_generate_SS_net,time_generate_SS_elem,time_connect,time_eig,time_partfact
0,6.122170999999071,,,,,
1,6.02925889999824,,,,,
2,6.018348100002186,,,,,
3,2.4996112000007997,8.2674365999992,1.0748548999981722,8.483473099997354,37.26207559999966,70.0135478000011
4,5.661563300000125,8.138785200000711,1.1606491999991704,7.155682299999171,32.165599199997814,56.34395250000307
5,2.244279700000334,8.270200400002068,1.0884760999979335,6.092056200002844,34.56647940000039,60.05901050000102
6,3.5439198999993096,8.841133400001127,1.238582200003293,6.111774400000286,17.803668200001994,5.929047300000093
7,4.878489999999147,7.328693600000406,1.063303700000688,4.602104099998542,2.9859666000011202,5.5384195000006
8,4.504123299997445,7.2834477000033075,1.0751095000014175,4.590069000001677,3.9782852999996976,6.273772600001394
9,5.821697699997458,,,,,
10,5.805967600001168,,,,,
11,5.798844399996597,,,,,
12,1.6706674000015482,7.432642499999929,1.0881445999984862,4.664706800002023,2.9208350999979302,5.857703699999547
13,1.6660802000005788,7.368848599999183,1.088328800000454,4.779738699999143,3.4348952999971516,7.073445199999696
14,1.6894396999996388,7.758416500000749,1.0811408999979903,4.581545900000492,4.623065300002054,6.758548699999665
15,5.959779199998593,,,,,
16,5.987663500000053,,,,,
17,6.007145800002036,,,,,
18,5.819527800002106,,,,,
19,5.905245499998273,,,,,
20,5.871368600001006,,,,,
21,3.1110130999986723,7.268627199999173,0.9575824999992619,3.939273600000888,2.4485241000002134,5.036833499998465
22,3.9523853000027884,7.931129700002202,0.9518304000011995,3.838451999999961,2.747812599998724,5.1377326999972865
23,3.6527420000020356,7.708076800001436,0.9807854000027874,4.049058100001275,2.5532548999981373,5.761575299999095
24,1.5547745000003488,7.344730000000709,1.0024436000021524,4.449304499998107,2.697060300000885,5.1125581999986025
25,2.341664600000513,7.425130899999203,1.0547772999998415,4.397181000000273,3.193794300001173,5.717005200000131
26,1.7467333000022336,7.306655000000319,1.0345711999980267,4.486367600002268,2.9834200000004785,6.213933099999849
27,3.8808407000033185,7.467374900003051,1.0500568000024941,4.586131000000023,2.8547448000026634,5.692692500000703
28,3.0472604999995383,7.626353600000584,1.0922166999989713,4.725406099998509,4.819053999999596,10.556551199999376
29,3.7634991000013542,7.872586599998613,1.0624404000009235,4.5605585999983305,3.564067300001625,5.797109700000874
30,5.6282881000006455,,,,,
31,5.913793300001998,,,,,
32,5.546448599998257,,,,,
33,1.1672440000002098,7.10535979999986,0.9010118000005605,4.076508600002853,37.77719250000155,5.151539800001046
34,1.1679350000013073,9.34127250000165,0.9322046999986924,5.271828600001754,17.850724300002184,38.17936899999768
35,1.1089600000013888,8.08008239999981,0.9337182999988727,4.211660299999494,34.384691600000224,53.86623680000048
36,6.084730899998249,,,,,
37,5.89338570000109,,,,,
38,6.014196500000253,,,,,
39,3.3462397000002966,8.171009599998797,1.0969968999997946,5.181226299999253,36.461164099997404,59.295214900001156
40,2.568344600000273,8.275402200000826,1.2008475000002363,5.084763399998337,36.16759969999839,70.93290830000115
41,2.7463036000008287,8.066155500000605,1.077693500003079,5.29924839999876,36.42267999999967,59.88445249999859
42,5.865747300002113,7.9856222000016714,0.9824330999981612,4.469828100001905,37.381598799998756,53.61866909999662
43,3.6747082000001683,8.044265799999266,1.082689600003505,5.003207699999621,38.309540000002016,57.969402899998386
44,5.590652399998362,7.970669599999383,0.953650799998286,4.446477800000139,35.15713189999951,52.14930309999909
45,3.948309399998834,8.315798899999209,1.0940363000008801,5.117039000000659,32.89090220000071,59.43491200000062
46,3.5680481000017608,8.093524900003104,1.057723600002646,5.211059499997646,33.223196600003575,55.29831220000051
